idlocalidade;nome_localidade;cod_uf
8815;Nossa Senhora Aparecida;28
8816;Nossa Senhora da Glória;28
8817;Nossa Senhora das Dores;28
8818;Nossa Senhora de Lourdes;28
8819;Nossa Senhora do Socorro;28
8820;Pacatuba;28
8822;Pedra Mole;28
8824;Pedrinhas;28
8825;Pinhão;28
8826;Pirambu;28
8827;Poço Redondo;28
8828;Poço Verde;28
8829;Porto da Folha;28
8830;Propriá;28
8831;Riachão do Dantas;28
8832;Riachuelo;28
8833;Ribeirópolis;28
8834;Rosário do Catete;28
8835;Salgado;28
8837;Santa Luzia do Itanhy;28
8838;Santa Rosa de Lima;28
8839;Santana do São Francisco;28
8840;Santo Amaro das Brotas;28
8841;São Cristóvão;28
8842;São Domingos;28
8843;São Francisco;28
8846;São Miguel do Aleixo;28
8847;Simão Dias;28
8848;Siriri;28
8849;Telha;28
8850;Tobias Barreto;28
8851;Tomar do Geru;28
8852;Umbaúba;28
8853;Adamantina;35
8854;Adolfo;35
8857;Aguaí;35
8858;Águas da Prata;35
8859;Águas de Lindóia;35
8860;Águas de Santa Bárbara;35
8861;Águas de São Pedro;35
8862;Agudos;35
8865;Alambari;35
8870;Alfredo Marcondes;35
8871;Altair;35
8872;Altinópolis;35
8873;Alto Alegre;35
8875;Alumínio;35
8876;Álvares Florence;35
8877;Álvares Machado;35
8878;Álvaro de Carvalho;35
8879;Alvinlândia;35
8883;Americana;35
8884;Américo Brasiliense;35
8885;Américo de Campos;35
8886;Amparo;35
8888;Analândia;35
8891;Andradina;35
8892;Angatuba;35
8893;Anhembi;35
8894;Anhumas;35
8896;Aparecida;35
8897;Aparecida D Oeste;35
8901;Apiaí;35
8906;Araçariguama;35
8907;Araçatuba;35
8908;Araçoiaba da Serra;35
8909;Aramina;35
8910;Arandu;35
8911;Arapeí;35
8912;Araraquara;35
8913;Araras;35
8916;Arco-Íris;35
8917;Arealva;35
8918;Areias;35
8919;Areiópolis;35
8920;Ariranha;35
8923;Artur Nogueira;35
8924;Arujá;35
8925;Aspásia;35
8926;Assis;35
8928;Atibaia;35
8930;Auriflama;35
8931;Avaí;35
8932;Avanhandava;35
8933;Avaré;35
8937;Bady Bassitt;35
8940;Balbinos;35
8941;Bálsamo;35
8942;Bananal;35
8945;Barão de Antonina;35
8947;Barbosa;35
8948;Bariri;35
8949;Barra Bonita;35
8950;Barra do Chapéu;35
8951;Barra do Turvo;35
8954;Barretos;35
8955;Barrinha;35
8956;Barueri;35
8957;Bastos;35
8958;Batatais;35
8961;Bauru;35
8962;Bebedouro;35
8965;Bento de Abreu;35
8966;Bernardino de Campos;35
8967;Bertioga;35
8968;Bilac;35
8969;Birigüi;35
8970;Biritiba-Mirim;35
8972;Boa Esperança do Sul;35
8975;Bocaina;35
8976;Bofete;35
8977;Boituva;35
8979;Bom Jesus dos Perdões;35
8981;Bom Sucesso de Itararé;35
8983;Borá;35
8984;Boracéia;35
8985;Borborema;35
8986;Borebi;35
8989;Botucatu;35
8992;Bragança Paulista;35
8995;Braúna;35
8996;Brejo Alegre;35
8997;Brodowski;35
8998;Brotas;35
9000;Buri;35
9001;Buritama;35
9002;Buritizal;35
9003;Cabrália Paulista;35
9004;Cabreúva;35
9005;Caçapava;35
9007;Cachoeira Paulista;35
9008;Caconde;35
9009;Cafelândia;35
9011;Caiabu;35
9013;Caieiras;35
9014;Caiuá;35
9015;Cajamar;35
9016;Cajati;35
9017;Cajobi;35
9018;Cajuru;35
9023;Campina do Monte Alegre;35
9025;Campinas;35
9026;Campo Limpo Paulista;35
9028;Campos do Jordão;35
9029;Campos Novos Paulista;35
9030;Cananéia;35
9031;Canas;35
9033;Cândido Mota;35
9034;Cândido Rodrigues;35
9036;Canitar;35
9037;Capão Bonito;35
9038;Capela do Alto;35
9039;Capivari;35
9043;Caraguatatuba;35
9044;Carapicuíba;35
9046;Cardoso;35
9049;Casa Branca;35
9050;Cássia dos Coqueiros;35
9051;Castilho;35
9052;Catanduva;35
9053;Catiguá;35
9056;Cedral;35
9057;Cerqueira César;35
9058;Cerquilho;35
9059;Cesário Lange;35
9061;Charqueada;35
9062;Chavantes;35
9065;Clementina;35
9067;Colina;35
9068;Colômbia;35
9070;Conchal;35
9071;Conchas;35
9072;Cordeirópolis;35
9073;Coroados;35
9075;Coronel Macedo;35
9078;Corumbataí;35
9079;Cosmópolis;35
9080;Cosmorama;35
9082;Cotia;35
9083;Cravinhos;35
9084;Cristais Paulista;35
9086;Cruzália;35
9087;Cruzeiro;35
9088;Cubatão;35
9090;Cunha;35
9093;Descalvado;35
9094;Diadema;35
9095;Dirce Reis;35
9097;Divinolândia;35
9098;Dobrada;35
9099;Dois Córregos;35
9100;Dolcinópolis;35
9102;Dourado;35
9103;Dracena;35
9104;Duartina;35
9105;Dumont;35
9107;Echaporã;35
9108;Eldorado;35
9110;Elias Fausto;35
9111;Elisiário;35
9112;Embaúba;35
9113;Embu das Artes;35
9114;Embu-Guaçu;35
9115;Emilianópolis;35
9118;Engenheiro Coelho;35
9124;Espírito Santo do Pinhal;35
9125;Espírito Santo do Turvo;35
9126;Estiva Gerbi;35
9127;Estrela D Oeste;35
9128;Estrela do Norte;35
9129;Euclides da Cunha Paulista;35
9131;Fartura;35
9135;Fernando Prestes;35
9136;Fernandópolis;35
9137;Fernão;35
9138;Ferraz de Vasconcelos;35
9139;Flora Rica;35
9140;Floreal;35
9142;Flórida Paulista;35
9144;Franca;35
9145;Francisco Morato;35
9146;Franco da Rocha;35
9148;Gabriel Monteiro;35
9149;Gália;35
9150;Garça;35
9152;Gastão Vidigal;35
9153;Gavião Peixoto;35
9154;General Salgado;35
9155;Getulina;35
9156;Glicério;35
9160;Guaiçara;35
9161;Guaimbê;35
9162;Guaíra;35
9164;Guapiaçu;35
9165;Guapiara;35
9167;Guará;35
9168;Guaraçaí;35
9169;Guaraci;35
9171;Guarani D Oeste;35
9172;Guarantã;35
9175;Guararapes;35
9176;Guararema;35
9177;Guaratinguetá;35
9178;Guareí;35
9179;Guariba;35
9182;Guarujá;35
9183;Guarulhos;35
9184;Guatapará;35
9185;Guzolândia;35
9186;Herculândia;35
9187;Holambra;35
9189;Hortolândia;35
9190;Iacanga;35
9191;Iacri;35
9192;Iaras;35
9193;Ibaté;35
9195;Ibirá;35
9196;Ibirarema;35
9197;Ibitinga;35
9201;Ibiúna;35
9202;Icém;35
9204;Iepê;35
9206;Igaraçu do Tietê;35
9208;Igarapava;35
9209;Igaratá;35
9210;Iguape;35
9211;Ilha Comprida;35
9213;Ilha Solteira;35
9214;Ilhabela;35
9216;Indaiatuba;35
9217;Indiana;35
9218;Indiaporã;35
9220;Inúbia Paulista;35
9221;Ipaussu;35
9222;Iperó;35
9223;Ipeúna;35
9224;Ipiguá;35
9225;Iporanga;35
9226;Ipuã;35
9227;Iracemápolis;35
9229;Irapuã;35
9230;Irapuru;35
9231;Itaberá;35
9233;Itaí;35
9235;Itajobi;35
9236;Itaju;35
9237;Itanhaém;35
9238;Itaóca;35
9239;Itapecerica da Serra;35
9240;Itapetininga;35
9242;Itapeva;35
9243;Itapevi;35
9244;Itapira;35
9245;Itapirapuã Paulista;35
9246;Itápolis;35
9247;Itaporanga;35
9248;Itapuí;35
9249;Itapura;35
9250;Itaquaquecetuba;35
9252;Itararé;35
9253;Itariri;35
9254;Itatiba;35
9255;Itatinga;35
9256;Itirapina;35
9257;Itirapuã;35
9258;Itobi;35
9260;Itu;35
9261;Itupeva;35
9262;Ituverava;35
9264;Jaborandi;35
9265;Jaboticabal;35
9267;Jacareí;35
9268;Jaci;35
9271;Jacupiranga;35
9273;Jaguariúna;35
9274;Jales;35
9276;Jambeiro;35
9277;Jandira;35
9282;Jardinópolis;35
9283;Jarinu;35
9285;Jaú;35
9286;Jeriquara;35
9287;Joanópolis;35
9288;João Ramalho;35
9291;José Bonifácio;35
9293;Júlio Mesquita;35
9294;Jumirim;35
9295;Jundiaí;35
9298;Junqueirópolis;35
9299;Juquiá;35
9301;Juquitiba;35
9309;Lagoinha;35
9310;Laranjal Paulista;35
9313;Lavínia;35
9314;Lavrinhas;35
9315;Leme;35
9316;Lençóis Paulista;35
9317;Limeira;35
9318;Lindóia;35
9319;Lins;35
9321;Lorena;35
9322;Lourdes;35
9323;Louveira;35
9324;Lucélia;35
9325;Lucianópolis;35
9326;Luís Antônio;35
9327;Luiziânia;35
9328;Lupércio;35
9330;Lutécia;35
9331;Macatuba;35
9332;Macaubal;35
9333;Macedônia;35
9335;Mágda;35
9337;Mairinque;35
9338;Mairiporã;35
9340;Manduri;35
9342;Marabá Paulista;35
9343;Maracaí;35
9344;Marapoama;35
9347;Mariápolis;35
9348;Marília;35
9349;Marinópolis;35
9353;Martinópolis;35
9354;Matão;35
9355;Mauá;35
9356;Mendonça;35
9357;Meridiano;35
9358;Mesópolis;35
9359;Miguelópolis;35
9360;Mineiros do Tietê;35
9361;Mira Estrela;35
9362;Miracatu;35
9364;Mirandópolis;35
9365;Mirante do Paranapanema;35
9366;Mirassol;35
9367;Mirassolândia;35
9368;Mococa;35
9369;Mogi das Cruzes;35
9370;Mogi Guaçu;35
9371;Mogi Mirim;35
9372;Mombuca;35
9373;Monções;35
9374;Mongaguá;35
9376;Monte Alegre do Sul;35
9377;Monte Alto;35
9378;Monte Aprazível;35
9379;Monte Azul Paulista;35
9381;Monte Castelo;35
9382;Monte Mor;35
9384;Monteiro Lobato;35
9386;Morro Agudo;35
9388;Morungaba;35
9390;Motuca;35
9392;Murutinga do Sul;35
9393;Nantes;35
9394;Narandiba;35
9395;Natividade da Serra;35
9396;Nazaré Paulista;35
9397;Neves Paulista;35
9398;Nhandeara;35
9399;Nipoã;35
9403;Nova Aliança;35
9406;Nova Campina;35
9407;Nova Canaã Paulista;35
9408;Nova Castilho;35
9409;Nova Europa;35
9410;Nova Granada;35
9411;Nova Guataporanga;35
9412;Nova Independência;35
9414;Nova Luzitânia;35
9415;Nova Odessa;35
9418;Novais;35
9420;Novo Horizonte;35
9421;Nuporanga;35
9423;Ocauçu;35
9424;Óleo;35
9425;Olímpia;35
9428;Onda Verde;35
9429;Oriente;35
9430;Orindiúva;35
9431;Orlândia;35
9432;Osasco;35
9433;Oscar Bressane;35
9434;Osvaldo Cruz;35
9435;Ourinhos;35
9437;Ouro Verde;35
9438;Ouroeste;35
9439;Pacaembu;35
9441;Palestina;35
9442;Palmares Paulista;35
9443;Palmeira D Oeste;35
9445;Palmital;35
9446;Panorama;35
9447;Paraguaçu Paulista;35
9448;Paraibuna;35
9449;Paraíso;35
9452;Paranapanema;35
9454;Paranapuã;35
9455;Parapuã;35
9456;Pardinho;35
9457;Pariquera-Açu;35
9458;Parisi;35
9462;Patrocínio Paulista;35
9463;Paulicéia;35
9464;Paulínia;35
9465;Paulistânia;35
9466;Paulo de Faria;35
9468;Pederneiras;35
9469;Pedra Bela;35
9471;Pedranópolis;35
9472;Pedregulho;35
9473;Pedreira;35
9474;Pedrinhas Paulista;35
9476;Pedro de Toledo;35
9477;Penápolis;35
9478;Pereira Barreto;35
9479;Pereiras;35
9480;Peruíbe;35
9481;Piacatu;35
9483;Piedade;35
9484;Pilar do Sul;35
9485;Pindamonhangaba;35
9486;Pindorama;35
9487;Pinhalzinho;35
9490;Piquerobi;35
9491;Piquete;35
9492;Piracaia;35
9493;Piracicaba;35
9494;Piraju;35
9495;Pirajuí;35
9497;Pirangi;35
9499;Pirapora do Bom Jesus;35
9500;Pirapozinho;35
9501;Pirassununga;35
9502;Piratininga;35
9503;Pitangueiras;35
9504;Planalto;35
9507;Platina;35
9508;Poá;35
9509;Poloni;35
9511;Pompéia;35
9512;Pongaí;35
9513;Pontal;35
9514;Pontalinda;35
9515;Pontes Gestal;35
9516;Populina;35
9517;Porangaba;35
9518;Porto Feliz;35
9519;Porto Ferreira;35
9521;Potim;35
9522;Potirendaba;35
9524;Pracinha;35
9526;Pradópolis;35
9527;Praia Grande;35
9528;Pratânia;35
9529;Presidente Alves;35
9530;Presidente Bernardes;35
9531;Presidente Epitácio;35
9532;Presidente Prudente;35
9533;Presidente Venceslau;35
9535;Promissão;35
9537;Quadra;35
9538;Quatá;35
9539;Queiroz;35
9540;Queluz;35
9541;Quintana;35
9543;Rafard;35
9544;Rancharia;35
9546;Redenção da Serra;35
9547;Regente Feijó;35
9548;Reginópolis;35
9549;Registro;35
9550;Restinga;35
9552;Ribeira;35
9553;Ribeirão Bonito;35
9554;Ribeirão Branco;35
9555;Ribeirão Corrente;35
9556;Ribeirão do Sul;35
9557;Ribeirão dos Índios;35
9558;Ribeirão Grande;35
9559;Ribeirão Pires;35
9560;Ribeirão Preto;35
9563;Rifaina;35
9564;Rincão;35
9565;Rinópolis;35
9566;Rio Claro;35
9567;Rio das Pedras;35
9568;Rio Grande da Serra;35
9569;Riolândia;35
9570;Riversul;35
9573;Rosana;35
9574;Roseira;35
9575;Rubiácea;35
9577;Rubinéia;35
9580;Sabino;35
9581;Sagres;35
9582;Sales;35
9583;Sales Oliveira;35
9584;Salesópolis;35
9585;Salmourão;35
9586;Saltinho;35
9587;Salto;35
9588;Salto de Pirapora;35
9590;Salto Grande;35
9591;Sandovalina;35
9592;Santa Adélia;35
9593;Santa Albertina;35
9595;Santa Bárbara D Oeste;35
9596;Santa Branca;35
9597;Santa Clara D Oeste;35
9598;Santa Cruz da Conceição;35
9599;Santa Cruz da Esperança;35
9601;Santa Cruz das Palmeiras;35
9602;Santa Cruz do Rio Pardo;35
9604;Santa Ernestina;35
9606;Santa Fé do Sul;35
9607;Santa Gertrudes;35
9608;Santa Isabel;35
9610;Santa Lúcia;35
9612;Santa Maria da Serra;35
9614;Santa Mercedes;35
9615;Santa Rita D Oeste;35
9616;Santa Rita do Passa Quatro;35
9618;Santa Rosa de Viterbo;35
9619;Santa Salete;35
9621;Santana da Ponte Pensa;35
9622;Santana de Parnaíba;35
9624;Santo Anastácio;35
9625;Santo André;35
9626;Santo Antônio da Alegria;35
9628;Santo Antônio de Posse;35
9629;Santo Antônio do Aracanguá;35
9630;Santo Antônio do Jardim;35
9632;Santo Antônio do Pinhal;35
9634;Santo Expedito;35
9635;Santópolis do Aguapeí;35
9636;Santos;35
9639;São Bento do Sapucaí;35
9640;São Bernardo do Campo;35
9642;São Caetano do Sul;35
9643;São Carlos;35
9644;São Francisco;35
9647;São João da Boa Vista;35
9648;São João das Duas Pontes;35
9649;São João de Iracema;35
9652;São João do Pau d Alho;35
9654;São Joaquim da Barra;35
9655;São José da Bela Vista;35
9657;São José do Barreiro;35
9658;São José do Rio Pardo;35
9659;São José do Rio Preto;35
9660;São José dos Campos;35
9661;São Lourenço da Serra;35
9663;São Luiz do Paraitinga;35
9665;São Manuel;35
9667;São Miguel Arcanjo;35
9668;São Paulo;35
9669;São Pedro;35
9670;São Pedro do Turvo;35
9671;São Roque;35
9673;São Sebastião;35
9674;São Sebastião da Grama;35
9677;São Simão;35
9678;São Vicente;35
9680;Sarapuí;35
9681;Sarutaiá;35
9682;Sebastianópolis do Sul;35
9683;Serra Azul;35
9684;Serra Negra;35
9685;Serrana;35
9686;Sertãozinho;35
9687;Sete Barras;35
9688;Severínia;35
9690;Silveiras;35
9693;Socorro;35
9696;Sorocaba;35
9698;Sud Mennucci;35
9700;Sumaré;35
9702;Suzanápolis;35
9703;Suzano;35
9705;Tabapuã;35
9706;Tabatinga;35
9707;Taboão da Serra;35
9708;Taciba;35
9709;Taguaí;35
9710;Taiaçu;35
9712;Taiúva;35
9714;Tambaú;35
9715;Tanabi;35
9717;Tapiraí;35
9718;Tapiratiba;35
9719;Taquaral;35
9720;Taquaritinga;35
9721;Taquarituba;35
9722;Taquarivaí;35
9723;Tarabai;35
9724;Tarumã;35
9725;Tatuí;35
9726;Taubaté;35
9728;Tejupá;35
9729;Teodoro Sampaio;35
9732;Terra Roxa;35
9735;Tietê;35
9736;Timburi;35
9738;Torre de Pedra;35
9739;Torrinha;35
9740;Trabiju;35
9741;Tremembé;35
9743;Três Fronteiras;35
9746;Tuiuti;35
9748;Tupã;35
9750;Tupi Paulista;35
9752;Turiúba;35
9753;Turmalina;35
9755;Ubarana;35
9756;Ubatuba;35
9757;Ubirajara;35
9758;Uchoa;35
9759;União Paulista;35
9761;Urânia;35
9762;Uru;35
9763;Urupês;35
9767;Valentim Gentil;35
9768;Valinhos;35
9769;Valparaíso;35
9771;Vargem;35
9772;Vargem Grande do Sul;35
9773;Vargem Grande Paulista;35
9775;Várzea Paulista;35
9777;Vera Cruz;35
9783;Vinhedo;35
9784;Viradouro;35
9785;Vista Alegre do Alto;35
9786;Vitória Brasil;35
9788;Votorantim;35
9789;Votuporanga;35
9790;Zacarias;35
9791;Abreulândia;17
9792;Aguiarnópolis;17
9793;Aliança do Tocantins;17
9794;Almas;17
9795;Alvorada;17
9797;Ananás;17
9798;Angico;17
9799;Aparecida do Rio Negro;17
9802;Aragominas;17
9803;Araguacema;17
9804;Araguaçu;17
9805;Araguaína;17
9806;Araguanã;17
9807;Araguatins;17
9808;Arapoema;17
9809;Arraias;17
9810;Augustinópolis;17
9811;Aurora do Tocantins;17
9812;Axixá do Tocantins;17
9813;Babaçulândia;17
9814;Bandeirantes do Tocantins;17
9816;Barra do Ouro;17
9817;Barrolândia;17
9818;Bernardo Sayão;17
9819;Bom Jesus do Tocantins;17
9821;Brasilândia do Tocantins;17
9822;Brejinho de Nazaré;17
9823;Buriti do Tocantins;17
9824;Cachoeirinha;17
9825;Campos Lindos;17
9827;Cariri do Tocantins;17
9828;Carmolândia;17
9829;Carrasco Bonito;17
9831;Caseara;17
9832;Centenário;17
9833;Chapada de Areia;17
9834;Chapada da Natividade;17
9837;Colinas do Tocantins;17
9838;Colméia;17
9839;Combinado;17
9840;Conceição do Tocantins;17
9844;Cristalândia;17
9846;Crixás do Tocantins;17
9847;Darcinópolis;17
9848;Dianópolis;17
9849;Divinópolis do Tocantins;17
9850;Dois Irmãos do Tocantins;17
9851;Duerê;17
9853;Esperantina;17
9854;Fátima;17
9855;Figueirópolis;17
9856;Filadélfia;17
9857;Formoso do Araguaia;17
9858;Fortaleza do Tabocão;17
9859;Goianorte;17
9860;Goiatins;17
9861;Guaraí;17
9862;Gurupi;17
9864;Ipueiras;17
9865;Itacajá;17
9866;Itaguatins;17
9867;Itapiratins;17
9868;Itaporã do Tocantins;17
9869;Jaú do Tocantins;17
9870;Juarina;17
9872;Lagoa da Confusão;17
9873;Lagoa do Tocantins;17
9874;Lajeado;17
9875;Lavandeira;17
9876;Lizarda;17
9877;Luzinópolis;17
9878;Marianópolis do Tocantins;17
9879;Mateiros;17
9880;Maurilândia do Tocantins;17
9881;Miracema do Tocantins;17
9883;Miranorte;17
9884;Monte do Carmo;17
9886;Monte Santo do Tocantins;17
9887;Palmeiras do Tocantins;17
9888;Muricilândia;17
9890;Natividade;17
9891;Nazaré;17
9892;Nova Olinda;17
9893;Nova Rosalândia;17
9894;Novo Acordo;17
9895;Novo Alegre;17
9897;Novo Jardim;17
9898;Oliveira de Fátima;17
9899;Palmas;17
9900;Palmeirante;17
9901;Palmeirópolis;17
9902;Paraíso do Tocantins;17
9903;Paranã;17
9904;Pau D Arco;17
9906;Pedro Afonso;17
9908;Peixe;17
9910;Pequizeiro;17
9912;Pindorama do Tocantins;17
9913;Piraquê;17
9914;Pium;17
9915;Ponte Alta do Bom Jesus;17
9916;Ponte Alta do Tocantins;17
9919;Porto Alegre do Tocantins;17
9921;Porto Nacional;17
9922;Praia Norte;17
9923;Presidente Kennedy;17
9925;Pugmil;17
9926;Recursolândia;17
9927;Riachinho;17
9928;Rio da Conceição;17
9929;Rio dos Bois;17
9930;Rio Sono;17
9931;Sampaio;17
9932;Sandolândia;17
9933;Santa Fé do Araguaia;17
9934;Santa Maria do Tocantins;17
9935;Santa Rita do Tocantins;17
9936;Santa Rosa do Tocantins;17
9937;Santa Tereza do Tocantins;17
9938;Santa Terezinha do Tocantins;17
9939;São Bento do Tocantins;17
9940;São Félix do Tocantins;17
9941;São Miguel do Tocantins;17
9942;São Salvador do Tocantins;17
9943;São Sebastião do Tocantins;17
9945;Silvanópolis;17
9946;Sítio Novo do Tocantins;17
9947;Sucupira;17
9948;Taguatinga;17
9949;Taipas do Tocantins;17
9950;Talismã;17
9954;Tocantínia;17
9955;Tocantinópolis;17
9956;Tupirama;17
9958;Tupiratins;17
9960;Wanderlândia;17
9961;Xambioá;17
10089;Jequiá da Praia;27
10090;Ipiranga de Goiás;52
10091;Conquista D Oeste;51
10092;Colniza;51
10093;Rondolândia;51
10094;Santa Rita do Trivelato;51
10095;Nova Santa Helena;51
10096;Santo Antônio do Leste;51
10097;Nova Nazaré;51
10098;Santa Cruz do Xingu;51
10099;Bom Jesus do Araguaia;51
10100;Pau D Arco do Piauí;22
10101;Westfalia;43
10102;Santa Margarida do Sul;43
10103;Tio Hugo;43
10144;Rialma;52
11019;Aroeiras do Itaim;22
11020;Ipiranga do Norte;51
11021;Itanhangá;51
11323;Serra do Navio;16
11896;Nazária;22
12786;Balneário Rincão;42
15029;Eldorado dos Carajás;15
15065;Santa Isabel do Pará;15
17060;Couto de Magalhães;17
21045;Governador Edison Lobão;21
21085;Pindaré Mirim;21
21102;Santo Amaro do Maranhão;21
21117;Senador La Rocque;21
24012;Arez;24
24013;Campo Grande;24
24053;Boa Saúde;24
24084;Olho-D Água do Borges;24
26069;Iguaraci;26
26085;Lagoa do Itaenga;26
28026;Graccho Cardoso;28
29182;Jiquiriçá;29
29285;Santa Teresinha;29
31025;Amparo da Serra;31
31089;Brazópolis;31
31229;Dona Euzébia;31
31454;Olhos D Água;31
31478;Passa Vinte;31
31505;Pingo-D Água;31
33038;Paraty;33
33059;Trajano de Moraes;33
35161;Florínea;35
43171;Santana do Livramento;43
52035;Bom Jesus;52
172049;São Valério da Natividade;17
251339;São Domingos;25
253407;Alazão (Arapiraca);27
253408;Anum Novo (Palmeira dos Índios);27
253409;Anum Velho (Palmeira dos Índios);27
253410;Baixa da Onça (Arapiraca);27
253411;Baixa do Capim (Arapiraca);27
253412;Bálsamo (Arapiraca);27
253413;Bananeiras (Arapiraca);27
253414;Barra do Bonifácio (Palmeira dos Índios);27
253415;Batingas (Arapiraca);27
253416;Boa Sorte (Palmeira dos Índios);27
253417;Boa Vista (Arapiraca);27
253418;Boa Vista (Palmeira dos Índios);27
253419;Bom Jardim (Arapiraca);27
253420;Bonifácio (Palmeira dos Índios);27
253421;Cajarana (Arapiraca);27
253422;Camadanta (Arapiraca);27
253423;Canaã (Arapiraca);27
253424;Cangandu (Arapiraca);27
253425;Carrasco (Arapiraca);27
253426;Coruripe da Cal (Palmeira dos Índios);27
253427;Gaspar (Arapiraca);27
253428;Jenipapo (Arapiraca);27
253429;Lagoa da Areia (Palmeira dos Índios);27
253430;Lagoa da Pedra (Arapiraca);27
253431;Lagoa Dantas (Palmeira dos Índios);27
253432;Lagoa do Caldeirão (Palmeira dos Índios);27
253433;Lagoa do Canto (Palmeira dos Índios);27
253434;Lagoa do Exú (Palmeira dos Índios);27
253435;Lagoa do Rancho (Arapiraca);27
253436;Lagoa do Rancho (Palmeira dos Índios);27
253437;Lajes do Caldeirão (Palmeira dos Índios);27
253438;Laranjal (Arapiraca);27
253439;Massaranduba (Arapiraca);27
253440;Moreira (Palmeira dos Índios);27
253441;Olho D Água de Cima (Arapiraca);27
253442;Olho D Água dos Dandanhas (Arapiraca);27
253443;Palmeira de Fora (Palmeira dos Índios);27
253444;Pau D Arco (Arapiraca);27
253445;Pau Ferro (Arapiraca);27
253446;Poção (Arapiraca);27
253447;Poço da Pedra (Arapiraca);27
253448;Riacho Fundo de Cima (Palmeira dos Índios);27
253449;Santo Antônio (Palmeira dos Índios);27
253450;Sapucaia (Arapiraca);27
253451;Serra da Mandioca (Palmeira dos Índios);27
253452;Serra do São José (Palmeira dos Índios);27
253453;Taboleiro do Pinto (Rio Largo);27
253454;Taboquinha (Arapiraca);27
253455;Usina Camaçari (Coruripe);27
253456;Vila Aparecida (Arapiraca);27
253457;Vila São Francisco (Arapiraca);27
253458;Vila Pitinga (Presidente Figueiredo);13
253459;Abacate da Pedreira (Macapá);16
253460;Ambé (Macapá);16
253461;Ariri (Macapá);16
253462;Cantanzal (Macapá);16
253463;Carmo (Macapá);16
253464;Corre Água (Macapá);16
253465;Curiaú (Macapá);16
253466;Gaivota (Macapá);16
253467;Gurupora (Macapá);16
253468;Inajá (Macapá);16
253469;Livramento do Pacuí (Macapá);16
253470;Santa Luzia do Pacuí (Macapá);16
253471;Santa Maria (Macapá);16
253472;São Sebastião do Livramento (Macapá);16
253473;São Tomé (Macapá);16
253474;Abelhas (Vitória da Conquista);29
253475;Areias (Camaçari);29
253476;Arembepe (Camaçari);29
253477;Barra do Jacuípe (Camaçari);29
253478;Barra do Pojuca (Camaçari);29
253479;Buris de Abrantes (Camaçari);29
253480;Caiçara (Vitória da Conquista);29
253481;Caldas do Jorro (Tucano);29
253482;Canto do Sol (Camaçari);29
253483;Catu de Abrantes (Camaçari);29
253484;Guagirus (Camaçari);29
253485;Guarajuba (Camaçari);29
253487;Itacimirim (Camaçari);29
253488;Itaipu (Vitória da Conquista);29
253489;Itapirema (Vitória da Conquista);29
253490;Jauá (Camaçari);29
253491;Km Sete (Feira de Santana);29
253492;Lagoa de Melquíades (Vitória da Conquista);29
253493;Lagoa José Luís (Vitória da Conquista);29
253494;Limoeiro do Bom Viver (Feira de Santana);29
253495;Mantiba (Feira de Santana);29
253496;Matinha (Feira de Santana);29
253497;Morrinhos (Feira de Santana);29
253498;Núcleo Residencial Pilar (Jaguarari);29
253499;Parafuso (Camaçari);29
253501;Posto da Mata (Nova Viçosa);29
253502;São João da Vitória (Vitória da Conquista);29
253503;Abílio Martins (Ipu);23
253504;Santarém (Orós);23
253505;São Pedro do Norte (Jucás);23
253509;Paineiras (Itapemirim);32
253511;São Francisco (São Domingos do Norte);32
253512;Calixto (Anápolis);52
253513;Campo Limpo (Itumbiara);52
253514;Cebrasa (Anápolis);52
253515;Meia Ponte (Itumbiara);52
253516;Olhos D Água (Catalão);52
253517;Pedra Branca (Catalão);52
253518;Santa Cruz das Lajes (Santo Antônio da Barra);52
253519;São Vicente (Anápolis);52
253520;Sarandi (Itumbiara);52
253521;Maioba (Paço do Lumiar);21
253523;Belo Oriente (Teófilo Otoni);31
253524;Caeté (Juiz de Fora);31
253525;Dias Tavares (Juiz de Fora);31
253526;Paula Lima (Juiz de Fora);31
253527;Realeza (Manhuaçu);31
253528;Sanatório Santa Fé (Três Corações);31
253529;Usina Monte Alegre (Monte Belo);31
253530;Valadares (Juiz de Fora);31
253531;Aguaçu (Cuiabá);51
253532;Coxipó Açu (Cuiabá);51
253533;Guarita (Várzea Grande);51
253534;Machado (Cuiabá);51
253535;Mata Dentro (Cuiabá);51
253536;Nova Catanduva (Rondonópolis);51
253537;Pai André (Várzea Grande);51
253538;Ponte de Pedra (Rondonópolis);51
253539;Três Pontes (Rondonópolis);51
253540;Vila Paulista (Rondonópolis);51
253541;Agrópolis Bela Vista (Santarém);15
253542;Água Fria (Xinguara);15
253543;Alta Pará (Santarém);15
253544;Alvorada (Itaituba);15
253545;Arco-Íris (Paragominas);15
253546;Aruri (Itaituba);15
253547;Barreira dos Campos (Santana do Araguaia);15
253548;Barreiras (Itaituba);15
253549;Bela Vista do Caracol (Itaituba);15
253550;Boa Esperança (Santarém);15
253551;Boa Fé (Santarém);15
253552;Boa Sorte (Redenção);15
253553;Brejo do Meio (Marabá);15
253554;Cambuquira (Santarém);15
253555;Conceição (Paragominas);15
253557;Cripurizão (Itaituba);15
253558;Cripurizinho (Itaituba);15
253559;Cuiú-Cuiú (Itaituba);15
253560;Floresta (Itaituba);15
253561;Gurupizinho (Paragominas);15
