idlocalidade;nome_localidade;cod_uf
7007;Paty do Alferes;33
7012;Petrópolis;33
7015;Pinheiral;33
7017;Piraí;33
7020;Porciúncula;33
7023;Porto Real;33
7030;Quatis;33
7031;Queimados;33
7032;Quissamã;33
7035;Resende;33
7039;Rio Bonito;33
7040;Rio Claro;33
7041;Rio das Flores;33
7042;Rio das Ostras;33
7043;Rio de Janeiro;33
7057;Santa Maria Madalena;33
7062;Santo Antônio de Pádua;33
7065;São Fidélis;33
7066;São Francisco de Itabapoana;33
7067;São Gonçalo;33
7068;São João da Barra;33
7069;São João de Meriti;33
7073;São José de Ubá;33
7076;São José do Vale do Rio Preto;33
7078;São Pedro da Aldeia;33
7080;São Sebastião do Alto;33
7084;Sapucaia;33
7085;Saquarema;33
7088;Seropédica;33
7091;Silva Jardim;33
7095;Sumidouro;33
7099;Tanguá;33
7102;Teresópolis;33
7107;Três Rios;33
7110;Valença;33
7112;Varre-Sai;33
7113;Vassouras;33
7121;Volta Redonda;33
7124;Acari;24
7125;Açu;24
7126;Afonso Bezerra;24
7127;Água Nova;24
7128;Alexandria;24
7129;Almino Afonso;24
7130;Alto do Rodrigues;24
7131;Angicos;24
7132;Antônio Martins;24
7133;Apodi;24
7134;Areia Branca;24
7136;Baía Formosa;24
7138;Baraúna;24
7139;Barcelona;24
7141;Bento Fernandes;24
7143;Bodó;24
7144;Bom Jesus;24
7145;Brejinho;24
7146;Caiçara do Norte;24
7147;Caiçara do Rio do Vento;24
7148;Caicó;24
7150;Campo Redondo;24
7151;Canguaretama;24
7152;Caraúbas;24
7153;Carnaúba dos Dantas;24
7154;Carnaubais;24
7155;Ceará-Mirim;24
7156;Cerro Corá;24
7157;Coronel Ezequiel;24
7158;Coronel João Pessoa;24
7160;Cruzeta;24
7161;Currais Novos;24
7162;Doutor Severiano;24
7163;Encanto;24
7164;Equador;24
7165;Espírito Santo;24
7166;Paraú;24
7167;Extremoz;24
7168;Felipe Guerra;24
7169;Fernando Pedroza;24
7171;Florânia;24
7172;Francisco Dantas;24
7173;Frutuoso Gomes;24
7174;Galinhos;24
7176;Goianinha;24
7177;Governador Dix-Sept Rosado;24
7178;Grossos;24
7179;Guamaré;24
7180;Ielmo Marinho;24
7182;Ipanguaçu;24
7184;Ipueira;24
7185;Itajá;24
7186;Itaú;24
7187;Jaçanã;24
7188;Jandaíra;24
7189;Janduís;24
7190;Japi;24
7191;Jardim de Angicos;24
7192;Jardim de Piranhas;24
7193;Jardim do Seridó;24
7194;João Câmara;24
7195;João Dias;24
7196;José da Penha;24
7197;Jucurutu;24
7198;Jundiá;24
7199;Lagoa D Anta;24
7200;Lagoa de Pedras;24
7201;Lagoa de Velhos;24
7202;Lagoa Nova;24
7203;Lagoa Salgada;24
7204;Lajes;24
7205;Lajes Pintadas;24
7206;Lucrécia;24
7207;Luís Gomes;24
7208;Macaíba;24
7209;Macau;24
7211;Major Sales;24
7212;Marcelino Vieira;24
7213;Martins;24
7215;Maxaranguape;24
7216;Messias Targino;24
7217;Montanhas;24
7218;Monte Alegre;24
7219;Monte das Gameleiras;24
7220;Mossoró;24
7221;Natal;24
7222;Nísia Floresta;24
7223;Nova Cruz;24
7225;Ouro Branco;24
7226;Paraná;24
7227;Parazinho;24
7228;Parelhas;24
7229;Parnamirim;24
7230;Passa e Fica;24
7231;Passagem;24
7232;Patu;24
7233;Pau dos Ferros;24
7234;Pedra Grande;24
7235;Pedra Preta;24
7236;Pedro Avelino;24
7237;Pedro Velho;24
7238;Pendências;24
7239;Pilões;24
7240;Poço Branco;24
7241;Portalegre;24
7242;Porto do Mangue;24
7243;Pureza;24
7244;Rafael Fernandes;24
7245;Rafael Godeiro;24
7246;Riacho da Cruz;24
7247;Riacho de Santana;24
7248;Riachuelo;24
7249;Rio do Fogo;24
7250;Rodolfo Fernandes;24
7252;Ruy Barbosa;24
7254;Santa Cruz;24
7256;Santa Maria;24
7258;Santana do Matos;24
7259;Santana do Seridó;24
7260;Santo Antônio;24
7262;São Bento do Norte;24
7263;São Bento do Trairi;24
7265;São Fernando;24
7266;São Francisco do Oeste;24
7268;São Gonçalo do Amarante;24
7269;São João do Sabugi;24
7271;São José de Mipibu;24
7272;São José do Campestre;24
7273;São José do Seridó;24
7274;São Miguel;24
7275;São Miguel do Gostoso;24
7276;São Paulo do Potengi;24
7277;São Pedro;24
7278;São Rafael;24
7279;São Tomé;24
7280;São Vicente;24
7281;Senador Elói de Souza;24
7282;Senador Georgino Avelino;24
7283;Serra Caiada;24
7285;Serra de São Bento;24
7286;Serra do Mel;24
7287;Serra Negra do Norte;24
7288;Serrinha;24
7289;Serrinha dos Pintos;24
7290;Severiano Melo;24
7291;Sítio Novo;24
7292;Taboleiro Grande;24
7293;Taipu;24
7294;Tangará;24
7295;Tenente Ananias;24
7296;Tenente Laurentino Cruz;24
7297;Tibau;24
7298;Tibau do Sul;24
7299;Timbaúba dos Batistas;24
7300;Touros;24
7302;Triunfo Potiguar;24
7303;Umarizal;24
7304;Upanema;24
7305;Várzea;24
7306;Venha-Ver;24
7307;Vera Cruz;24
7308;Viçosa;24
7309;Vila Flor;24
7311;Alto Alegre dos Parecis;11
7312;Alta Floresta D Oeste;11
7313;Alto Paraíso;11
7314;Alvorada D Oeste;11
7315;Ariquemes;11
7316;Buritis;11
7317;Cabixi;11
7318;Cacaulândia;11
7319;Cacoal;11
7321;Campo Novo de Rondônia;11
7322;Candeias do Jamari;11
7323;Castanheiras;11
7324;Cerejeiras;11
7325;Chupinguaia;11
7326;Colorado do Oeste;11
7327;Corumbiara;11
7328;Costa Marques;11
7329;Cujubim;11
7330;Espigão do Oeste;11
7331;Governador Jorge Teixeira;11
7332;Guajará-Mirim;11
7334;Itapuã do Oeste;11
7335;Jaru;11
7336;Ji-Paraná;11
7337;Machadinho D Oeste;11
7339;Ministro Andreazza;11
7340;Mirante da Serra;11
7341;Monte Negro;11
7342;Nova Brasilândia D Oeste;11
7343;Nova Mamoré;11
7344;Nova União;11
7346;Novo Horizonte do Oeste;11
7347;Ouro Preto do Oeste;11
7348;Parecis;11
7350;Pimenta Bueno;11
7351;Pimenteiras do Oeste;11
7352;Porto Velho;11
7353;Presidente Médici;11
7354;Primavera de Rondônia;11
7356;Rio Crespo;11
7358;Rolim de Moura;11
7359;Santa Luzia D Oeste;11
7360;São Felipe D Oeste;11
7361;São Francisco do Guaporé;11
7362;São Miguel do Guaporé;11
7363;Seringueiras;11
7365;Teixeirópolis;11
7366;Theobroma;11
7367;Urupá;11
7368;Vale do Anari;11
7369;Vale do Paraíso;11
7371;Vilhena;11
7373;Alto Alegre;14
7374;Amajari;14
7375;Boa Vista;14
7376;Bonfim;14
7377;Cantá;14
7378;Caracaraí;14
7379;Caroebe;14
7380;Iracema;14
7381;Mucajaí;14
7382;Normandia;14
7383;Pacaraima;14
7384;Rorainópolis;14
7385;São João da Baliza;14
7386;São Luiz;14
7387;Uiramutã;14
7388;Aceguá;43
7390;Água Santa;43
7392;Agudo;43
7393;Ajuricaba;43
7395;Alecrim;43
7396;Alegrete;43
7397;Alegria;43
7399;Almirante Tamandaré do Sul;43
7400;Alpestre;43
7401;Alto Alegre;43
7404;Alto Feliz;43
7408;Alvorada;43
7409;Amaral Ferrador;43
7410;Ametista do Sul;43
7411;André da Rocha;43
7412;Anta Gorda;43
7414;Antônio Prado;43
7415;Arambaré;43
7416;Araricá;43
7417;Aratiba;43
7421;Arroio do Meio;43
7422;Arroio do Padre;43
7423;Arroio do Sal;43
7425;Arroio do Tigre;43
7426;Arroio dos Ratos;43
7427;Arroio Grande;43
7431;Arvorezinha;43
7434;Augusto Pestana;43
7435;Áurea;43
7439;Bagé;43
7441;Balneário Pinhal;43
7443;Barão;43
7444;Barão de Cotegipe;43
7445;Barão do Triunfo;43
7446;Barra do Guarita;43
7448;Barra do Quaraí;43
7449;Barra do Ribeiro;43
7450;Barra do Rio Azul;43
7451;Barra Funda;43
7452;Barracão;43
7458;Barros Cassal;43
7465;Benjamin Constant do Sul;43
7466;Bento Gonçalves;43
7472;Boa Vista das Missões;43
7473;Boa Vista do Buricá;43
7474;Boa Vista do Cadeado;43
7475;Boa Vista do Incra;43
7476;Boa Vista do Sul;43
7481;Bom Jesus;43
7482;Bom Princípio;43
7483;Bom Progresso;43
7486;Bom Retiro do Sul;43
7490;Boqueirão do Leão;43
7492;Bossoroca;43
7494;Braga;43
7495;Brochier;43
7497;Butiá;43
7499;Caçapava do Sul;43
7500;Cacequi;43
7501;Cachoeira do Sul;43
7502;Cachoeirinha;43
7503;Cacique Doble;43
7505;Caibaté;43
7506;Caiçara;43
7507;Camaquã;43
7508;Camargo;43
7509;Cambará do Sul;43
7512;Campestre da Serra;43
7513;Campina das Missões;43
7516;Campinas do Sul;43
7517;Campo Bom;43
7520;Campo Novo;43
7525;Campos Borges;43
7526;Candelária;43
7528;Cândido Godói;43
7529;Candiota;43
7530;Canela;43
7531;Canguçu;43
7533;Canoas;43
7534;Canudos do Vale;43
7536;Capão Bonito do Sul;43
7539;Capão da Canoa;43
7542;Capão do Cipó;43
7543;Capão do Leão;43
7544;Capela de Santana;43
7547;Capitão;43
7548;Capivari do Sul;43
7552;Caraá;43
7554;Carazinho;43
7555;Carlos Barbosa;43
7556;Carlos Gomes;43
7558;Casca;43
7561;Caseiros;43
7563;Catuípe;43
7566;Caxias do Sul;43
7569;Centenário;43
7572;Cerrito;43
7576;Cerro Branco;43
7580;Cerro Grande;43
7581;Cerro Grande do Sul;43
7582;Cerro Largo;43
7583;Chapada;43
7585;Charqueadas;43
7586;Charrua;43
7587;Chiapetta;43
7591;Chuí;43
7592;Chuvisca;43
7593;Cidreira;43
7595;Ciríaco;43
7599;Colinas;43
7607;Colorado;43
7609;Condor;43
7611;Constantina;43
7612;Coqueiro Baixo;43
7613;Coqueiros do Sul;43
7616;Coronel Barros;43
7617;Coronel Bicaco;43
7619;Coronel Pilar;43
7624;Cotiporã;43
7625;Coxilha;43
7628;Crissiumal;43
7629;Cristal;43
7630;Cristal do Sul;43
7632;Cruz Alta;43
7633;Cruzaltense;43
7635;Cruzeiro do Sul;43
7642;David Canabarro;43
7646;Derrubadas;43
7647;Dezesseis de Novembro;43
7648;Dilermando de Aguiar;43
7650;Dois Irmãos;43
7651;Dois Irmãos das Missões;43
7652;Dois Lajeados;43
7653;São José do Sul;43
7654;Dom Feliciano;43
7656;Dom Pedrito;43
7657;Dom Pedro de Alcântara;43
7658;Dona Francisca;43
7661;Bozano;43
7663;Doutor Maurício Cardoso;43
7664;Doutor Ricardo;43
7665;Eldorado do Sul;43
7667;Encantado;43
7669;Encruzilhada do Sul;43
7670;Engenho Velho;43
7671;Entre Rios do Sul;43
7672;Entre-Ijuís;43
7674;Erebango;43
7675;Erechim;43
7676;Ernestina;43
7678;Erval Grande;43
7679;Erval Seco;43
7681;Esmeralda;43
7682;Esperança do Sul;43
7687;Espumoso;43
7694;Estação;43
7696;Estância Velha;43
7697;Esteio;43
7700;Estrela;43
7702;Estrela Velha;43
7703;Eugênio de Castro;43
7705;Fagundes Varela;43
7710;Farroupilha;43
7712;Faxinal do Soturno;43
7713;Faxinalzinho;43
7716;Fazenda Vilanova;43
7717;Feliz;43
7719;Flores da Cunha;43
7722;Floriano Peixoto;43
7724;Fontoura Xavier;43
7725;Formigueiro;43
7728;Forquetinha;43
7729;Fortaleza dos Valos;43
7730;Frederico Westphalen;43
7733;Garibaldi;43
7735;Garruchos;43
7736;Gaurama;43
7737;General Câmara;43
7738;Gentil;43
7739;Getúlio Vargas;43
7740;Giruá;43
7742;Glorinha;43
7744;Gramado;43
7745;Gramado dos Loureiros;43
7747;Gramado Xavier;43
7748;Gravataí;43
7749;Guabiju;43
7750;Guaíba;43
7752;Guaporé;43
7753;Guarani das Missões;43
7755;Harmonia;43
7756;Herval;43
7757;Herveiras;43
7759;Horizontina;43
7760;Hulha Negra;43
7761;Humaitá;43
7762;Ibarama;43
7764;Ibiaçá;43
7765;Ibiraiaras;43
7766;Ibirapuitã;43
7767;Ibirubá;43
7768;Igrejinha;43
7771;Ijuí;43
7773;Ilópolis;43
7774;Imbé;43
7775;Imigrante;43
7776;Independência;43
7777;Inhacorá;43
7778;Ipê;43
7780;Ipiranga do Sul;43
7782;Iraí;43
7784;Itaara;43
7786;Itacurubi;43
7792;Itapuca;43
7794;Itaqui;43
7795;Itati;43
7796;Itatiba do Sul;43
7800;Ivorá;43
7801;Ivoti;43
7802;Jaboticaba;43
7803;Jacuizinho;43
7804;Jacutinga;43
7805;Jaguarão;43
7807;Jaguari;43
7809;Jaquirana;43
7810;Jari;43
7815;Jóia;43
7818;Júlio de Castilhos;43
7819;Lagoa Bonita do Sul;43
7820;Lagoa dos Três Cantos;43
7821;Lagoa Vermelha;43
7822;Lagoão;43
7823;Lajeado;43
7827;Lajeado do Bugre;43
7833;Lavras do Sul;43
7835;Liberato Salzano;43
7836;Lindolfo Collor;43
7838;Linha Nova;43
7841;Maçambará;43
7842;Machadinho;43
7844;Mampituba;43
7847;Manoel Viana;43
7848;Maquiné;43
7849;Maratá;43
7850;Marau;43
7851;Marcelino Ramos;43
7853;Mariana Pimentel;43
7854;Mariano Moro;43
7857;Marques de Souza;43
7858;Mata;43
7860;Mato Castelhano;43
7862;Mato Leitão;43
7863;Mato Queimado;43
7866;Maximiliano de Almeida;43
7868;Minas do Leão;43
7869;Miraguaí;43
7873;Montauri;43
7876;Monte Alegre dos Campos;43
7878;Monte Belo do Sul;43
7880;Montenegro;43
7881;Mormaço;43
7883;Morrinhos do Sul;43
7886;Morro Redondo;43
7887;Morro Reuter;43
7889;Mostardas;43
7890;Muçum;43
7891;Muitos Capões;43
7892;Muliterno;43
7893;Não-Me-Toque;43
7895;Nicolau Vergueiro;43
7896;Nonoai;43
7899;Nova Alvorada;43
7900;Nova Araçá;43
7901;Nova Bassano;43
7902;Nova Boa Vista;43
7903;Nova Bréscia;43
7904;Nova Candelária;43
7905;Nova Esperança do Sul;43
7906;Nova Hartz;43
7908;Nova Pádua;43
7909;Nova Palma;43
7910;Nova Petrópolis;43
7911;Nova Prata;43
7912;Nova Ramada;43
7913;Nova Roma do Sul;43
7914;Nova Santa Rita;43
7916;Novo Barreiro;43
7917;Novo Cabrais;43
7918;Novo Hamburgo;43
7920;Novo Machado;43
7922;Novo Tiradentes;43
7925;Osório;43
7932;Paim Filho;43
7933;Palmares do Sul;43
7935;Palmeira das Missões;43
7936;Palmitinho;43
7938;Panambi;43
7939;Pantano Grande;43
7940;Paraí;43
7941;Paraíso do Sul;43
7942;Pareci Novo;43
7943;Parobé;43
7944;Passa Sete;43
7952;Passo do Sobrado;43
7953;Passo Fundo;43
7956;Paulo Bento;43
7958;Paverama;43
7959;Pedras Altas;43
7962;Pedro Osório;43
7964;Pejuçara;43
7965;Pelotas;43
7966;Picada Café;43
7967;Pinhal;43
7972;Pinhal da Serra;43
7973;Pinhal Grande;43
7976;Pinheirinho do Vale;43
7977;Pinheiro Machado;43
7980;Pinto Bandeira;43
7982;Pirapó;43
7983;Piratini;43
7985;Planalto;43
7988;Poço das Antas;43
7991;Pontão;43
7992;Ponte Preta;43
7993;Portão;43
7994;Porto Alegre;43
7996;Porto Lucena;43
7997;Porto Mauá;43
7998;Porto Vera Cruz;43
7999;Porto Xavier;43
8000;Pouso Novo;43
8005;Presidente Lucena;43
8006;Progresso;43
8010;Protásio Alves;43
8012;Putinga;43
8013;Quaraí;43
8015;Quatro Irmãos;43
8016;Quevedos;43
8020;Quinze de Novembro;43
8023;Redentora;43
8025;Relvado;43
8026;Restinga Seca;43
8040;Rio dos Índios;43
8041;Rio Grande;43
8043;Rio Pardo;43
8047;Riozinho;43
8048;Roca Sales;43
8049;Rodeio Bonito;43
8050;Rolador;43
8051;Rolante;43
8053;Ronda Alta;43
8054;Rondinha;43
8055;Roque Gonzales;43
8057;Rosário do Sul;43
8058;Sagrada Família;43
8060;Saldanha Marinho;43
8064;Salto do Jacuí;43
8065;Salvador das Missões;43
8066;Salvador do Sul;43
8067;Sananduva;43
8071;Santa Bárbara do Sul;43
8073;Santa Cecília do Sul;43
8075;Santa Clara do Sul;43
8079;Santa Cruz do Sul;43
8087;Santa Maria;43
8088;Santa Maria do Herval;43
8090;Santa Rosa;43
8094;Santa Tereza;43
8096;Santa Vitória do Palmar;43
8100;Santana da Boa Vista;43
8102;Santiago;43
8104;Santo Ângelo;43
8108;Santo Antônio da Patrulha;43
8109;Santo Antônio das Missões;43
8112;Santo Antônio do Palma;43
8113;Santo Antônio do Planalto;43
8114;Santo Augusto;43
8115;Santo Cristo;43
8116;Santo Expedito do Sul;43
8120;São Borja;43
8122;São Domingos do Sul;43
8124;São Francisco de Assis;43
8125;São Francisco de Paula;43
8126;São Gabriel;43
8127;São Jerônimo;43
8131;São João da Urtiga;43
8132;São João do Polêsine;43
8133;São Jorge;43
8137;São José das Missões;43
8140;São José do Herval;43
8141;São José do Hortêncio;43
8142;São José do Inhacorá;43
8143;São José do Norte;43
8144;São José do Ouro;43
8145;São José dos Ausentes;43
8146;São Leopoldo;43
8148;São Lourenço do Sul;43
8151;São Luiz Gonzaga;43
8153;São Marcos;43
8155;São Martinho;43
8156;São Martinho da Serra;43
8158;São Miguel das Missões;43
8159;São Nicolau;43
8161;São Paulo das Missões;43
8163;São Pedro das Missões;43
8164;São Pedro da Serra;43
8165;São Pedro do Butiá;43
8167;São Pedro do Sul;43
8171;São Sebastião do Caí;43
8172;São Sepé;43
8174;São Valentim;43
8176;São Valentim do Sul;43
8177;São Valério do Sul;43
8178;São Vendelino;43
8179;São Vicente do Sul;43
8180;Sapiranga;43
8181;Sapucaia do Sul;43
8182;Sarandi;43
8184;Seberi;43
8187;Sede Nova;43
8188;Segredo;43
8191;Selbach;43
8192;Senador Salgado Filho;43
8193;Sentinela do Sul;43
8195;Serafina Corrêa;43
8196;Sério;43
8199;Sertão;43
8200;Sertão Santana;43
8202;Sete de Setembro;43
8206;Severiano de Almeida;43
8209;Silveira Martins;43
8210;Sinimbu;43
8213;Sobradinho;43
8214;Soledade;43
8217;Tabaí;43
8223;Tapejara;43
8224;Tapera;43
8226;Tapes;43
8227;Taquara;43
8228;Taquari;43
8230;Taquaruçu do Sul;43
8231;Tavares;43
8232;Tenente Portela;43
8233;Terra de Areia;43
8235;Teutônia;43
8238;Tiradentes do Sul;43
8239;Toropi;43
8242;Torres;43
8245;Tramandaí;43
8246;Travesseiro;43
8248;Três Arroios;43
8250;Três Cachoeiras;43
8251;Três Coroas;43
8252;Três de Maio;43
8253;Três Forquilhas;43
8254;Três Palmeiras;43
8255;Três Passos;43
8257;Trindade do Sul;43
8258;Triunfo;43
8260;Tucunduva;43
8262;Tunas;43
8264;Tupanci do Sul;43
8265;Tupanciretã;43
8267;Tupandi;43
8269;Tuparendi;43
8272;Turuçu;43
8274;Ubiretama;43
8276;União da Serra;43
8277;Unistalda;43
8278;Uruguaiana;43
8280;Vacaria;43
8283;Vale do Sol;43
8284;Vale Real;43
8286;Vale Verde;43
8287;Vanini;43
8288;Venâncio Aires;43
8289;Vera Cruz;43
8290;Veranópolis;43
8292;Vespasiano Correa;43
8293;Viadutos;43
8294;Viamão;43
8295;Vicente Dutra;43
8296;Victor Graeff;43
8299;Vila Flores;43
8300;Vila Lângaro;43
8302;Vila Maria;43
8303;Vila Nova do Sul;43
8307;Vista Alegre;43
8309;Vista Alegre do Prata;43
8310;Vista Gaúcha;43
8312;Vitória das Missões;43
8317;Xangri-Lá;43
8318;Novo Xingu;43
8319;Abdon Batista;42
8320;Abelardo Luz;42
8321;Agrolândia;42
8322;Agronômica;42
8323;Água Doce;42
8326;Águas de Chapecó;42
8327;Águas Frias;42
8328;Águas Mornas;42
8331;Alfredo Wagner;42
8333;Alto Bela Vista;42
8335;Anchieta;42
8336;Angelina;42
8337;Anita Garibaldi;42
8338;Anitápolis;42
8340;Antônio Carlos;42
8341;Apiúna;42
8342;Arabutã;42
8343;Araquari;42
8344;Araranguá;42
8345;Armazém;42
8347;Arroio Trinta;42
8348;Arvoredo;42
8349;Ascurra;42
8350;Atalanta;42
8352;Aurora;42
8355;Balneário Arroio do Silva;42
8356;Balneário Barra do Sul;42
8357;Balneário Camboriú;42
8358;Balneário Gaivota;42
8360;Bandeirante;42
8361;Barra Bonita;42
8367;Barra Velha;42
8373;Bela Vista do Toldo;42
8374;Belmonte;42
8375;Benedito Novo;42
8376;Biguaçu;42
8377;Blumenau;42
8378;Bocaína do Sul;42
8380;Bom Jardim da Serra;42
8381;Bom Jesus;42
8382;Bom Jesus do Oeste;42
8383;Bom Retiro;42
8385;Bombinhas;42
8386;Botuverá;42
8387;Braço do Norte;42
8388;Braço do Trombudo;42
8389;Brunópolis;42
8390;Brusque;42
8391;Caçador;42
8394;Caibi;42
8395;Calmon;42
8396;Camboriú;42
8400;Campo Alegre;42
8401;Campo Belo do Sul;42
8402;Campo Erê;42
8403;Campos Novos;42
8405;Canelinha;42
8407;Canoinhas;42
8408;Capão Alto;42
8409;Capinzal;42
8410;Capivari de Baixo;42
8412;Catanduvas;42
8414;Caxambu do Sul;42
8416;Celso Ramos;42
8417;Cerro Negro;42
8418;Chapadão do Lageado;42
8419;Chapecó;42
8421;Cocal do Sul;42
8424;Concórdia;42
8425;Cordilheira Alta;42
8426;Coronel Freitas;42
8427;Coronel Martins;42
8428;Correia Pinto;42
8429;Corupá;42
8430;Criciúma;42
8431;Cunha Porã;42
8432;Cunhataí;42
8433;Curitibanos;42
8436;Descanso;42
8437;Dionísio Cerqueira;42
8438;Dona Emma;42
8439;Doutor Pedrinho;42
8442;Entre Rios;42
8443;Ermo;42
8444;Erval Velho;42
8447;Faxinal dos Guedes;42
8451;Flor do Sertão;42
8452;Florianópolis;42
8453;Formosa do Sul;42
8454;Forquilhinha;42
8456;Fraiburgo;42
8458;Frei Rogério;42
8459;Galvão;42
8461;Garopaba;42
8462;Garuva;42
8463;Gaspar;42
8465;Governador Celso Ramos;42
8466;Grão Pará;42
8468;Gravatal;42
8469;Guabiruba;42
8471;Guaraciaba;42
8472;Guaramirim;42
8473;Guarujá do Sul;42
8475;Guatambú;42
8478;Herval D Oeste;42
8479;Ibiam;42
8480;Ibicaré;42
8482;Ibirama;42
8483;Içara;42
8484;Ilhota;42
8485;Imaruí;42
8486;Imbituba;42
8487;Imbuia;42
8488;Indaial;42
8492;Iomerê;42
8493;Ipira;42
8495;Iporã do Oeste;42
8496;Ipuaçu;42
8497;Ipumirim;42
8498;Iraceminha;42
8500;Irani;42
8502;Irati;42
8503;Irineópolis;42
8504;Itá;42
8506;Itaiópolis;42
8507;Itajaí;42
8509;Itapema;42
8510;Itapiranga;42
8511;Itapoá;42
8514;Ituporanga;42
8515;Jaborá;42
8516;Jacinto Machado;42
8517;Jaguaruna;42
8518;Jaraguá do Sul;42
8519;Jardinópolis;42
8520;Joaçaba;42
8521;Joinville;42
8522;José Boiteux;42
8523;Jupiá;42
8524;Lacerdópolis;42
8525;Lages;42
8528;Laguna;42
8529;Lajeado Grande;42
8530;Laurentino;42
8531;Lauro Müller;42
8533;Lebon Régis;42
8534;Leoberto Leal;42
8535;Lindóia do Sul;42
8537;Lontras;42
8539;Luiz Alves;42
8540;Luzerna;42
8542;Macieira;42
8543;Mafra;42
8544;Major Gercino;42
8545;Major Vieira;42
8546;Maracajá;42
8549;Maravilha;42
8552;Marema;42
8556;Massaranduba;42
8557;Matos Costa;42
8558;Meleiro;42
8561;Mirim Doce;42
8562;Modelo;42
8563;Mondaí;42
8565;Monte Carlo;42
8566;Monte Castelo;42
8568;Morro da Fumaça;42
8570;Morro Grande;42
8571;Navegantes;42
8574;Nova Erechim;42
8576;Nova Itaberaba;42
8579;Nova Trento;42
8580;Nova Veneza;42
8581;Novo Horizonte;42
8582;Orleans;42
8583;Otacílio Costa;42
8584;Ouro;42
8585;Ouro Verde;42
8587;Paial;42
8588;Painel;42
8589;Palhoça;42
8590;Palma Sola;42
8591;Palmeira;42
8592;Palmitos;42
8594;Papanduva;42
8595;Paraíso;42
8596;Passo de Torres;42
8598;Passos Maia;42
8600;Paulo Lopes;42
8601;Pedras Grandes;42
8602;Penha;42
8604;Peritiba;42
8605;Pescaria Brava;42
8606;Petrolândia;42
8607;Balneário Piçarras;42
8609;Pinhalzinho;42
8611;Pinheiro Preto;42
8614;Piratuba;42
8616;Planalto Alegre;42
8618;Pomerode;42
8619;Ponte Alta;42
8620;Ponte Alta do Norte;42
8621;Ponte Serrada;42
8622;Porto Belo;42
8623;Porto União;42
8624;Pouso Redondo;42
8625;Praia Grande;42
8627;Presidente Castello Branco;42
8628;Presidente Getúlio;42
8631;Presidente Nereu;42
8632;Princesa;42
8634;Quilombo;42
8636;Rancho Queimado;42
8646;Rio das Antas;42
8648;Rio do Campo;42
8649;Rio do Oeste;42
8650;Rio do Sul;42
8652;Rio dos Cedros;42
8653;Rio Fortuna;42
8655;Rio Negrinho;42
8657;Rio Rufino;42
8658;Riqueza;42
8659;Rodeio;42
8660;Romelândia;42
8662;Salete;42
8663;Saltinho;42
8664;Salto Veloso;42
8666;Sangão;42
8667;Santa Cecília;42
8669;Santa Helena;42
8675;Santa Rosa de Lima;42
8676;Santa Rosa do Sul;42
8677;Santa Terezinha;42
8678;Santa Terezinha do Progresso;42
8680;Santiago do Sul;42
8681;Santo Amaro da Imperatriz;42
8684;São Bento do Sul;42
8685;São Bernardino;42
8686;São Bonifácio;42
8687;São Carlos;42
8689;São Cristóvão do Sul;42
8691;São Domingos;42
8692;São Francisco do Sul;42
8694;São João Batista;42
8695;São João do Itaperiú;42
8696;São João do Oeste;42
8698;São João do Sul;42
8699;São Joaquim;42
8700;São José;42
8701;São José do Cedro;42
8702;São José do Cerrito;42
8705;São Lourenço do Oeste;42
8706;São Ludgero;42
8707;São Martinho;42
8708;São Miguel do Oeste;42
8709;São Miguel da Boa Vista;42
8711;São Pedro de Alcântara;42
8717;Saudades;42
8718;Schroeder;42
8719;Seara;42
8721;Serra Alta;42
8723;Siderópolis;42
8724;Sombrio;42
8726;Sul Brasil;42
8727;Taió;42
8728;Tangará;42
8732;Tigrinhos;42
8733;Tijucas;42
8734;Timbé do Sul;42
8735;Timbó;42
8736;Timbó Grande;42
8737;Três Barras;42
8738;Treviso;42
8739;Treze de Maio;42
8740;Treze Tílias;42
8741;Trombudo Central;42
8742;Tubarão;42
8743;Tunápolis;42
8745;Turvo;42
8746;União do Oeste;42
8747;Urubici;42
8749;Urupema;42
8750;Urussanga;42
8751;Vargeão;42
8752;Vargem;42
8753;Vargem Bonita;42
8755;Vidal Ramos;42
8756;Videira;42
8761;Vitor Meireles;42
8762;Witmarsum;42
8763;Xanxerê;42
8764;Xavantina;42
8765;Xaxim;42
8766;Zortéa;42
8768;Amparo de São Francisco;28
8769;Aquidabã;28
8770;Aracaju;28
8771;Arauá;28
8772;Areia Branca;28
8774;Barra dos Coqueiros;28
8776;Boquim;28
8777;Brejo Grande;28
8778;Campo do Brito;28
8779;Canhoba;28
8780;Canindé de São Francisco;28
8781;Capela;28
8782;Carira;28
8783;Carmópolis;28
8784;Cedro de São João;28
8785;Cristinápolis;28
8786;Cumbe;28
8787;Divina Pastora;28
8788;Estância;28
8789;Feira Nova;28
8790;Frei Paulo;28
8791;Gararu;28
8792;General Maynard;28
8794;Ilha das Flores;28
8795;Indiaroba;28
8796;Itabaiana;28
8797;Itabaianinha;28
8798;Itabi;28
8799;Itaporanga D Ajuda;28
8800;Japaratuba;28
8801;Japoatã;28
8802;Lagarto;28
8804;Laranjeiras;28
8805;Macambira;28
8806;Malhada dos Bois;28
8807;Malhador;28
8808;Maruim;28
8810;Moita Bonita;28
8811;Monte Alegre de Sergipe;28
8813;Muribeca;28
8814;Neópolis;28
